name,domains/0,domains/1,web_pages/0,country,alpha_two_code,state-province,web_pages/1,web_pages/2,domains/2,web_pages/3,domains/3,domains/4,web_pages/4,web_pages/5,web_pages/6
Universidad de Hermosillo,udeh.edu.mx,,http://www.udeh.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de Monterrey,udem.edu.mx,,http://www.udem.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de San Miguel,udesanmiguel.edu.mx,,http://www.udesanmiguel.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de Guadalajara,udg.mx,,http://www.udg.mx/,Mexico,MX,,,,,,,,,,
Universidad de las Américas,udla.mx,,http://www.udla.mx/,Mexico,MX,,,,,,,,,,
Universidad de las Américas - Puebla,udlap.mx,,http://www.udlap.mx/,Mexico,MX,,,,,,,,,,
Universidad de Occidente,udo.mx,,http://www.udo.mx/,Mexico,MX,,,,,,,,,,
Universidad Don Vasco,udv.edu.mx,,http://www.udv.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Franciscana de México,ufm.edu.mx,,http://www.ufm.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Franco-Mexicana,ufram.edu.mx,,http://www.ufram.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de Guanajuato,ugto.mx,,http://www.ugto.mx/,Mexico,MX,,,,,,,,,,
Universidad Iberoamericana,uia.mx,,http://www.uia.mx/,Mexico,MX,,,,,,,,,,
Universidad Intercontinental,uic.edu.mx,,http://www.uic.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Insurgentes Plantel León,uileon.edu.mx,,http://www.uileon.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Juárez Autónoma de Tabasco,ujat.mx,,http://www.ujat.mx/,Mexico,MX,,,,,,,,,,
Universidad Juárez del Estado de Durango,ujed.mx,,http://www.ujed.mx/,Mexico,MX,,,,,,,,,,
Universidad Justo Sierra,ujsierra.mx,,http://www.ujsierra.mx/,Mexico,MX,,,,,,,,,,
Universidad Latinoamericana,ula.edu.mx,,http://www.ula.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Lasallista Benavente,ulsab.edu.mx,,http://www.ulsab.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad La Salle Cuernavaca,ulsac.edu.mx,,http://www.ulsac.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad La Salle,ulsa.edu.mx,,http://www.ulsa.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Madero,umad.edu.mx,,http://www.umad.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad México Americana del Norte,uman.edu.mx,,http://www.uman.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad del Mar,umar.mx,,http://www.umar.mx/,Mexico,MX,,,,,,,,,,
Universidad Michoacana de San Nicolás de Hidalgo,umich.mx,,http://www.umich.mx/,Mexico,MX,,,,,,,,,,
Universidad México Internacional,umi.edu.mx,,http://www.umi.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Metropolitana Latin Campus,umla.edu.mx,,http://www.umla.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Metropolitana de Monterrey,umm.edu.mx,,http://www.umm.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Mexicana del Noreste,umne.edu.mx,,http://www.umne.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de Montemorelos,umontemorelos.edu.mx,,http://www.umontemorelos.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Mesoamericana de San Agustín,umsa.edu.mx,,http://www.umsa.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Autónoma del Carmen,unacar.mx,,http://www.unacar.mx/,Mexico,MX,,,,,,,,,,
Universidad Autónoma de Chiapas,unach.mx,,http://www.unach.mx/,Mexico,MX,,,,,,,,,,
Universidad Nacional Autónoma de México,unam.mx,,http://www.unam.mx/,Mexico,MX,,,,,,,,,,
Universidad del Norte,un.edu.mx,,http://www.un.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad del Noreste,une.edu.mx,,http://www.une.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad España de Durango,unes.edu.mx,,http://www.unes.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de Ciencias y Artes de Chiapas,unicach.edu.mx,,http://www.unicach.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de Comunicación Avanzada,unica.edu.mx,,http://www.unica.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Kino,unikino.mx,,http://www.unikino.mx/,Mexico,MX,,,,,,,,,,
Universidad del Mayab,unimayab.edu.mx,,http://www.unimayab.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Mexicana,unimex.edu.mx,,http://www.unimex.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Tecnológica de México,unitec.mx,,http://www.unitec.mx/,Mexico,MX,,,,,,,,,,
Universidad del Valle de Atemajac,univa.mx,,http://www.univa.mx/,Mexico,MX,,,,,,,,,,
Universidad Jóse Vasconcelos,univas.edu.mx,,http://www.univas.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Chapultepéc,univchapultepec.edu.mx,,http://www.univchapultepec.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de León,universidaddeleon.edu.mx,,http://www.universidaddeleon.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad la Concordia,universidadlaconcordia.edu.mx,,http://www.universidadlaconcordia.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Motolinía del Pedegral,universidadmotolinia.edu.mx,,http://www.universidadmotolinia.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Salesiana,universidadsalesiana.edu.mx,,http://www.universidadsalesiana.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Autónoma de Veracruz Villa Rica,univillarica.mx,,http://www.univillarica.mx/,Mexico,MX,,,,,,,,,,
Universidad Latina,unla.edu.mx,,http://www.unla.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de Norteamerica,un.mx,,http://www.un.mx/,Mexico,MX,,,,,,,,,,
Universidad del Noroeste,uno.mx,,http://www.uno.mx/,Mexico,MX,,,,,,,,,,
Universidad Nuevo Mundo,unum.edu.mx,,http://www.unum.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Obrera de Mexico,uom.edu.mx,,http://www.uom.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Popular Autonóma del Estado de Puebla,upaep.mx,,http://www.upaep.mx/,Mexico,MX,,,,,,,,,,
"Instituto Politécnico Nacional, Campus Guanajuato",upiig.ipn.mx,,http://www.upiig.ipn.mx/,Mexico,MX,,,,,,,,,,
Universidad Panamericana,up.mx,,http://www.up.mx/,Mexico,MX,,,,,,,,,,
Universidad Pedagógica Nacional,upn.mx,,http://www.upn.mx/,Mexico,MX,,,,,,,,,,
Universidad de Quintana Roo,uqroo.mx,,http://www.uqroo.mx/,Mexico,MX,,,,,,,,,,
Universidad Regional Miguel Hidalgo,urmh.edu.mx,,http://www.urmh.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Regiomontana,ur.mx,,http://www.ur.mx/,Mexico,MX,,,,,,,,,,
Universidad Regional del Sureste,urse.edu.mx,,http://www.urse.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad de la Sierra A.C.,usac.edu.mx,,http://www.usac.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Simón Bolivar,usb.edu.mx,,http://www.usb.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Santa Fe,usf.com.mx,,http://www.usf.com.mx/,Mexico,MX,,,,,,,,,,
Universidad de Sonora,uson.mx,,http://www.uson.mx/,Mexico,MX,,,,,,,,,,
Universidad Tecnologica de la Mixteca,utm.mx,,http://www.utm.mx/,Mexico,MX,,,,,,,,,,
Universidad Tecnologica de Nezahualcoyotl,utneza.edu.mx,,http://www.utneza.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad del Valle del Bravo,uvb.edu.mx,,http://www.uvb.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Valle del Grijalva,uvg1.net,,http://www.uvg1.net/,Mexico,MX,,,,,,,,,,
Universidad del Valle de México,uvmnet.edu,,http://www.uvmnet.edu/,Mexico,MX,,,,,,,,,,
Universidad Veracruzana,uv.mx,,http://www.uv.mx/,Mexico,MX,,,,,,,,,,
Universidad del Valle de Toluca,uvt.edu.mx,,http://www.uvt.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Xicotepetl,uxac.edu.mx,,http://www.uxac.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Cristóbal Colón,ver.ucc.mx,,http://www.ver.ucc.mx/,Mexico,MX,,,,,,,,,,
Westhill University,westhill.edu.mx,,http://www.westhill.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Autónoma Metropolitana - Azcapotzalco,azc.uam.mx,,https://azc.uam.mx/,Mexico,MX,,,,,,,,,,
Instituto Tecnológico de Occidente del Estado de Hidalgo,itsoeh.edu.mx,,http://www.itsoeh.edu.mx/,Mexico,MX,,,,,,,,,,
Universidad Internacional Jefferson,jefferson.edu.mx,,https://www.jefferson.edu.mx/,Mexico,MX,,,,,,,,,,
Academy of Economic Studies of Moldova,ase.md,,http://www.ase.md/,"Moldova, Republic of",MD,,,,,,,,,,
Comrat State University,kdu.md,,http://www.kdu.md/,"Moldova, Republic of",MD,,,,,,,,,,
Moldova State Agricultural University,uasm.md,,http://www.uasm.md/,"Moldova, Republic of",MD,,,,,,,,,,
Moldova Cooperative Trade University,uccm.md,,http://www.uccm.md/,"Moldova, Republic of",MD,,,,,,,,,,
Free International University of Moldova,ulim.md,,http://www.ulim.md/,"Moldova, Republic of",MD,,,,,,,,,,
"Pedagogical State University ""Ion Creanga""",upm.moldnet.md,,http://upm.moldnet.md/,"Moldova, Republic of",MD,,,,,,,,,,
University of Applied Sciences of Moldova,usam.md,,http://www.usam.md/,"Moldova, Republic of",MD,,,,,,,,,,
"Balti State University ""Alecu Russo""",usb.md,,http://www.usb.md/,"Moldova, Republic of",MD,,,,,,,,,,
"Moldova State University of Medicine and Pharmacy ""N. Testemitsanu""",usmf.md,,http://www.usmf.md/,"Moldova, Republic of",MD,,,,,,,,,,
Moldova State University,usm.md,,http://www.usm.md/,"Moldova, Republic of",MD,,,,,,,,,,
Tiraspol State University,ust.md,,http://www.ust.md/,"Moldova, Republic of",MD,,,,,,,,,,
Moldova Technical University,utm.md,,http://www.utm.md/,"Moldova, Republic of",MD,,,,,,,,,,
University of Southern Europe (Monaco Business School),riviera.fr,,http://www.riviera.fr/usehome.htm,Monaco,MC,,,,,,,,,,
Health sciences University of Mongolia,hsum-ac.mn,,http://www.hsum-ac.mn/,Mongolia,MN,,,,,,,,,,
University of the Humanities,humanities.mn,,http://www.humanities.mn/,Mongolia,MN,,,,,,,,,,
Institute of Commerce and Business,icb.edu.mn,,http://www.icb.edu.mn/,Mongolia,MN,,,,,,,,,,
Mongolian State University of Arts and Culture,msuac.edu.mn,,http://www.msuac.edu.mn/,Mongolia,MN,,,,,,,,,,
Mongolian State University of Agriculture,msua.edu.mn,,http://www.msua.edu.mn/,Mongolia,MN,,,,,,,,,,
Mongolian State University of Education,msue.edu.mn,,http://www.msue.edu.mn/,Mongolia,MN,,,,,,,,,,
Mongolian University of Science and Technology,must.edu.mn,,http://www.must.edu.mn/,Mongolia,MN,,,,,,,,,,
Mongolian National University,num.edu.mn,,http://www.num.edu.mn/,Mongolia,MN,,,,,,,,,,
Orkhon University,orkhon.edu.mn,,http://www.orkhon.edu.mn/,Mongolia,MN,,,,,,,,,,
Ulaanbaatar University,ulaanbaatar.edu.mn,,http://www.ulaanbaatar.edu.mn/,Mongolia,MN,,,,,,,,,,
University of Montenegro,ucg.cg.ac.yu,,http://www.ucg.cg.ac.yu/,Montenegro,ME,,,,,,,,,,
"University of Science, Arts and Technology",usat.ms,,http://www.usat.ms/,Montserrat,MS,,,,,,,,,,
Ecole Nationale d'Architecture,archi.ac.ma,,http://www.archi.ac.ma/,Morocco,MA,,,,,,,,,,
Al Akhawayn University,aui.ma,,http://www.aui.ma/,Morocco,MA,,,,,,,,,,
Ecole des Hautes Etudes en Gestion Informatique et Communication,edhec.ac.ma,,http://www.edhec.ac.ma/,Morocco,MA,,,,,,,,,,
Ecole Mohammadia d'Ingénieurs,emi.ac.ma,,http://www.emi.ac.ma/,Morocco,MA,,,,,,,,,,
Ecole National d'Agriculture de Meknes,enameknes.ac.ma,,http://www.enameknes.ac.ma/,Morocco,MA,,,,,,,,,,
Ecole Supérieure de Commerce et des Affaires,esca.ac.ma,,http://www.esca.ac.ma/,Morocco,MA,,,,,,,,,,
Université Ibn Zohr Agadir,esta.ac.ma,,http://www.esta.ac.ma/,Morocco,MA,,,,,,,,,,
Institut Supérieur de Commerce et d'Administration des Entreprises,groupeiscae.ma,,http://www.groupeiscae.ma/,Morocco,MA,,,,,,,,,,
Ecole des Hautes Etudes Commerciales MAROC,hec.ac.ma,,http://www.hec.ac.ma/,Morocco,MA,,,,,,,,,,
Institut des Hautes Etudes de Management,hem.ac.ma,,http://www.hem.ac.ma/,Morocco,MA,,,,,,,,,,
Ecole Supérieure d'Informatique et de Management,hightech.edu,,http://www.hightech.edu/,Morocco,MA,,,,,,,,,,
International Institute for Higher Education,iihem.ac.ma,,http://www.iihem.ac.ma/,Morocco,MA,,,,,,,,,,
Institute of Management and Business Technology,imbt.ma,,http://www.imbt.ma/,Morocco,MA,,,,,,,,,,
Institut National des Postes et Télécommunications,inpt.ac.ma,,http://www.inpt.ac.ma/,Morocco,MA,,,,,,,,,,
ISFORT - Institut de Formation en Technologie Alimentaire,isfort.ac.ma,,http://www.isfort.ac.ma/,Morocco,MA,,,,,,,,,,
Institut Supérieur de Management et de Technologie (MATCI),matci.ac.ma,,http://www.matci.ac.ma/,Morocco,MA,,,,,,,,,,
Université Hassan II - Aïn Chock,rectorat-uh2c.ac.ma,,http://www.rectorat-uh2c.ac.ma/,Morocco,MA,,,,,,,,,,
Université Moulay Ismail Meknès,rumi.ac.ma,,http://www.rumi.ac.ma/,Morocco,MA,,,,,,,,,,
Ecole Superieure des Télécommunications,suptelecom.net.ma,,http://www.suptelecom.net.ma/,Morocco,MA,,,,,,,,,,
Université Abdelmalek Essadi,uae.ac.ma,,http://www.uae.ac.ma/,Morocco,MA,,,,,,,,,,
Université Cadi Ayyad,ucam.ac.ma,,http://www.ucam.ac.ma/,Morocco,MA,,,,,,,,,,
Université Chouaib Doukkali,ucd.ac.ma,,http://www.ucd.ac.ma/,Morocco,MA,,,,,,,,,,
Université Hassan Ier - Settat,uh1.ac.ma,,http://www.uh1.ac.ma/,Morocco,MA,,,,,,,,,,
Université Hassan II - Mohammadia,uh2m.ac.ma,,http://www.uh2m.ac.ma/,Morocco,MA,,,,,,,,,,
Université Mohammed V - Agdal,um5a.ac.ma,,http://www.um5a.ac.ma/,Morocco,MA,,,,,,,,,,
Université Mohammed V - Souissi,um5s.ac.ma,,http://www.um5s.ac.ma/,Morocco,MA,,,,,,,,,,
Université Ibn Toufail,univ-ibntofail.ac.ma,,http://www.univ-ibntofail.ac.ma/,Morocco,MA,,,,,,,,,,
Université Mohammed Ier,univ-oujda.ac.ma,,http://www.univ-oujda.ac.ma/,Morocco,MA,,,,,,,,,,
Université Sidi Mohammed Ben Abdellah,usmba.ac.ma,,http://www.usmba.ac.ma/,Morocco,MA,,,,,,,,,,
Université Mohammed Premier Oujda,ump.ac.ma,,http://www.ump.ma/,Morocco,MA,,,,,,,,,,
Instituto Superior de Ciênicas e Tecnologia de Moçambique,isctem.ac.mz,,http://www.isctem.ac.mz/,Mozambique,MZ,,,,,,,,,,
Instituto Superior Politécnico e Universitário,ispu.ac.mz,,http://www.ispu.ac.mz/,Mozambique,MZ,,,,,,,,,,
Instituto Superior de Relações Internacionais (ISRI),isri.ac.mz,,http://www.isri.ac.mz/,Mozambique,MZ,,,,,,,,,,
Universidade Católica de Moçambique,ucm.ac.mz,,http://www.ucm.ac.mz/,Mozambique,MZ,,,,,,,,,,
Universidade Eduardo Mondlane,uem.mz,,http://www.uem.mz/,Mozambique,MZ,,,,,,,,,,
Universidade Pedagógica,up.ac.mz,,https://www.up.ac.mz/,Mozambique,MZ,,,,,,,,,,
Universidade Zambeze,unizambeze.ac.mz,,http://www.unizambeze.ac.mz/,Mozambique,MZ,,,,,,,,,,
Universidade Lúrio,unilurio.ac.mz,,http://www.unilurio.ac.mz/,Mozambique,MZ,,,,,,,,,,
Institute of Information Technology,iit.com.na,,http://www.iit.com.na/,Namibia,NA,,,,,,,,,,
Ilsa Independent College,ilsacollege.edu.na,,http://www.ilsacollege.edu.na/,Namibia,NA,,,,,,,,,,
International University of Management,ium.edu.na,,http://www.ium.edu.na/,Namibia,NA,,,,,,,,,,
Polytechnic of Namibia,polytechnic.edu.na,,http://www.polytechnic.edu.na/,Namibia,NA,,,,,,,,,,
University of Namibia,unam.na,,http://www.unam.na/,Namibia,NA,,,,,,,,,,
Agriculture and Forestry University,afu.edu.np,,http://www.afu.edu.np/,Nepal,NP,,,,,,,,,,
B.P.Koirala Institute of Health Sciences,bpkihs.edu,,http://www.bpkihs.edu/,Nepal,NP,,,,,,,,,,
Kathmandu University,ku.edu.np,,http://www.ku.edu.np/,Nepal,NP,,,,,,,,,,
Lumbini Buddhist University,lbu.edu.np,,http://www.lbu.edu.np/,Nepal,NP,,,,,,,,,,
Nepal Sanskrit University,nsu.edu.np,,http://www.nsu.edu.np/,Nepal,NP,,,,,,,,,,
Pokhara University,pu.edu.np,,http://www.pu.edu.np/,Nepal,NP,,,,,,,,,,
Purbanchal University,purbuniv.edu.np,,http://www.purbuniv.edu.np/,Nepal,NP,,,,,,,,,,
Tribhuvan University Kathmandu,tribhuvan-university.edu.np,,http://www.tribhuvan-university.edu.np/,Nepal,NP,,,,,,,,,,
University of Sint Eustatius School of Medicine,eustatiusmed.edu,,http://www.eustatiusmed.edu/,Netherlands,NL,,,,,,,,,,
International University School of Medicine (IUSOM),internationaluniversity-schoolofmedicine.org,,http://www.internationaluniversity-schoolofmedicine.org/,Netherlands,NL,,,,,,,,,,
"St.James's School of Medicine, Bonaire",sjsm.org,,http://www.sjsm.org/,Netherlands,NL,,,,,,,,,,
"University of the Netherlands Antilles, Curacao",una.an,,http://www.una.an/,Netherlands,NL,,,,,,,,,,
Dutch Delta University,ddu.nl,,http://www.ddu.nl/,Netherlands,NL,,,,,,,,,,
De Haagse Hogeschool,dehaagsehogeschool.nl,,http://www.dehaagsehogeschool.nl/,Netherlands,NL,,,,,,,,,,
Erasmus University Rotterdam,eur.nl,,http://www.eur.nl/,Netherlands,NL,,,,,,,,,,
Rotterdam School of Management,rsm.nl,,https://www.rsm.nl/,Netherlands,NL,,,,,,,,,,
European Open University,europeanopenuniversity.com,,http://www.europeanopenuniversity.com/,Netherlands,NL,,,,,,,,,,
Fontys University of Applied Sciences,fontys.edu,,http://www.fontys.edu/,Netherlands,NL,,,,,,,,,,
Foundation University,foundationuniversity.com,,http://www.foundationuniversity.com/,Netherlands,NL,,,,,,,,,,
Hanze University Groningen,hanze.nl,,http://www.hanze.nl/,Netherlands,NL,,,,,,,,,,
Hogeschool voor de Kunsten Utrecht (HKU),hku.nl,,http://www.hku.nl/,Netherlands,NL,,,,,,,,,,
Hotelschool The Hague,hotelschool.nl,,http://www.hotelschool.nl/,Netherlands,NL,,,,,,,,,,
Hogeschool Rotterdam,hro.nl,hr.nl,http://www.hro.nl/,Netherlands,NL,,,,,,,,,,
Hogeschool Leiden,hsleiden.nl,,http://www.hsleiden.nl/,Netherlands,NL,,,,,,,,,,
Hogeschool Utrecht,hu.nl,,http://www.hu.nl/,Netherlands,NL,,,,,,,,,,
Hogeschool van Amsterdam,hva.nl,,http://www.hva.nl/,Netherlands,NL,,,,,,,,,,
Hogeschool Inholland,inholland.nl,,http://www.inholland.nl/,Netherlands,NL,,,,,,,,,,
Islamic University of Rotterdam,islamicuniversity.nl,,http://www.islamicuniversity.nl/,Netherlands,NL,,,,,,,,,,
Institute of Social Studies,iss.nl,,http://www.iss.nl/,Netherlands,NL,,,,,,,,,,
International Institute for Geo - Information Science and Earth Observation,itc.nl,,http://www.itc.nl/,Netherlands,NL,,,,,,,,,,
Universiteit Leiden,universiteitleiden.nl,,https://www.universiteitleiden.nl/,Netherlands,NL,,,,,,,,,,
NHTV Breda University of Professional Education,nhtv.nl,,http://www.nhtv.nl,Netherlands,NL,,,,,,,,,,
Nyenrode Business University,nyenrode.nl,,http://www.nyenrode.nl/,Netherlands,NL,,,,,,,,,,
Open University of the Netherlands,ou.nl,,http://www.ou.nl/,Netherlands,NL,,,,,,,,,,
Roosevelt Academy University College,roac.nl,,http://www.roac.nl/,Netherlands,NL,,,,,,,,,,
University of Groningen,rug.nl,,http://www.rug.nl/,Netherlands,NL,,,,,,,,,,
Radboud University,ru.nl,,http://www.ru.nl/,Netherlands,NL,,,,,,,,,,
Saxion Universities,saxion.edu,,http://saxion.edu/,Netherlands,NL,,,,,,,,,,
Stenden University,stenden.com,,http://www.stenden.com/,Netherlands,NL,,,,,,,,,,
Tilburg University,tilburguniversity.nl,tilburguniversity.edu,http://www.tilburguniversity.nl/,Netherlands,NL,,http://www.tilburguniversity.edu/,,,,,,,,
Delft University of Technology,tudelft.nl,student.tudelft.nl,http://www.tudelft.nl/,Netherlands,NL,,,,,,,,,,
Eindhoven University of Technology,tue.nl,,http://www.tue.nl/,Netherlands,NL,,,,,,,,,,
UNESCO-IHE Institute for Water Education,unesco-ihe.org,,http://www.unesco-ihe.org/,Netherlands,NL,,,,,,,,,,
Maastricht University,unimaas.nl,student.maastrichtuniversity.nl,http://www.unimaas.nl/,Netherlands,NL,,https://www.maastrichtuniversity.nl/,,,,,,,,
University of Twente,utwente.nl,,http://www.utwente.nl/,Netherlands,NL,,,,,,,,,,
Utrecht University,uu.nl,,http://www.uu.nl/,Netherlands,NL,,,,,,,,,,
University of Amsterdam,uva.nl,,http://www.uva.nl/,Netherlands,NL,,,,,,,,,,
University for Humanistics (UH),uvh.nl,,http://www.uvh.nl/,Netherlands,NL,,,,,,,,,,
Vrije Universiteit Amsterdam,vu.nl,,http://www.vu.nl/,Netherlands,NL,,,,,,,,,,
Wageningen University,wageningenuniversity.nl,,http://www.wageningenuniversity.nl/,Netherlands,NL,,,,,,,,,,
Christelijke Hogeschool Windesheim,windesheim.nl,,http://www.windesheim.nl/,Netherlands,NL,,,,,,,,,,
Wittenborg University,wittenborg.eu,,http://www.wittenborg.eu/,Netherlands,NL,,,,,,,,,,
Zuyd University,zuyd.nl,,http://www.zuyd.nl/,Netherlands,NL,,,,,,,,,,
University of New Caledonia,ufp.nc,,http://www.ufp.nc/,New Caledonia,NC,,,,,,,,,,
University of Auckland,auckland.ac.nz,aucklanduni.ac.nz,http://www.auckland.ac.nz/,New Zealand,NZ,Auckland,,,,,,,,,
Auckland University of Technology,aut.ac.nz,,http://www.aut.ac.nz/,New Zealand,NZ,Auckland,,,,,,,,,
University of Canterbury,canterbury.ac.nz,uclive.ac.nz,http://www.canterbury.ac.nz/,New Zealand,NZ,Canterbury,,,,,,,,,
Christchurch Polytechnic Institute of Technology,cpit.ac.nz,,http://www.cpit.ac.nz/,New Zealand,NZ,Canterbury,,,,,,,,,
Lincoln University,lincoln.ac.nz,,http://www.lincoln.ac.nz/,New Zealand,NZ,Canterbury,,,,,,,,,
Massey University,massey.ac.nz,,http://www.massey.ac.nz/,New Zealand,NZ,Wellington,,,,,,,,,
Open Polytechnic,openpolytechnic.ac.nz,,http://www.openpolytechnic.ac.nz/,New Zealand,NZ,Wellington,,,,,,,,,
University of Otago,otago.ac.nz,,http://www.otago.ac.nz/,New Zealand,NZ,Otago,,,,,,,,,
Victoria University of Wellington,vuw.ac.nz,,http://www.vuw.ac.nz/,New Zealand,NZ,Wellington,,,,,,,,,
University of Waikato,waikato.ac.nz,,http://www.waikato.ac.nz/,New Zealand,NZ,Waikato,,,,,,,,,
Nelson Marlborough Institute of Technology,nmit.ac.nz,,https://www.nmit.ac.nz/,New Zealand,NZ,Nelson,,,,,,,,,
Universidad Americana,uam.edu.ni,,http://www.uam.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Centroamericana,uca.edu.ni,,http://www.uca.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Ciencias Comerciales,ucc.edu.ni,,http://www.ucc.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Centroamericana de Ciencias Empresariales (UCEM),ucem.edu.ni,,http://www.ucem.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Nicaragüense de Ciencia y Tecnológica,ucyt.edu.ni,,http://www.ucyt.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad de Managua (U de M),udem.edu.ni,,http://www.udem.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Hispanoamericana,uhispam.edu.ni,,http://www.uhispam.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad de las Américas (ULAM),ulam.edu.ni,,http://www.ulam.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Nacional Agraria,una.edu.ni,,http://www.una.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Nacional Autonoma de Nicaragua,unan.edu.ni,,http://www.unan.edu.ni/,Nicaragua,NI,,,,,,,,,,
"Universidad Catolica ""Redemptoris Mater""",unica.edu.ni,,http://www.unica.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Iberoamericana de Ciencia y Tecnologia,unicit.edu.ni,,http://www.unicit.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Nacional de Ingenieria,uni.edu.ni,,http://www.uni.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Internacional de Integración de América Latina,unival.edu.ni,,http://www.unival.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Politecnica de Nicaragua,upoli.edu.ni,,http://www.upoli.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad Popular de Nicaragua (UPONIC),uponic.edu.ni,,http://www.uponic.edu.ni/,Nicaragua,NI,,,,,,,,,,
Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense,uraccan.edu.ni,,http://www.uraccan.edu.ni/,Nicaragua,NI,,,,,,,,,,
Université Abdou Moumouni de Niamey,uam.refer.ne,,http://uam.refer.ne/,Niger,NE,,,,,,,,,,
Adekunle Ajasin University,aaua.edu.ng,,http://www.aaua.edu.ng/,Nigeria,NG,,,,,,,,,,
Ambrose Alli University,aauekpoma.edu.ng,,http://www.aauekpoma.edu.ng/,Nigeria,NG,,,,,,,,,,
Abia State Polytechnic,abiapoly.edu.ng,,http://www.abiapoly.edu.ng/,Nigeria,NG,,,,,,,,,,
Abia State University,absu.edu.ng,,http://www.absu.edu.ng/,Nigeria,NG,,,,,,,,,,
Afe Babalola University,abuad.edu.ng,,http://www.abuad.edu.ng/,Nigeria,NG,,,,,,,,,,
Ahmadu Bello University,abu.edu.ng,,http://www.abu.edu.ng/,Nigeria,NG,,,,,,,,,,
Adeyemi College of Education,aceondo-ng.com,,http://www.aceondo-ng.com/,Nigeria,NG,,,,,,,,,,
The Achievers University,achievers.edu.ng,,http://www.achievers.edu.ng/,Nigeria,NG,,,,,,,,,,
Ajayi Crowther University,acu.edu.ng,,http://www.acu.edu.ng/,Nigeria,NG,,,,,,,,,,
Adeleke University,adelekeuniversity.edu.ng,,http://www.adelekeuniversity.edu.ng/,Nigeria,NG,,,,,,,,,,
Adamawa State University,adsu.edu.ng,,http://www.adsu.edu.ng/,Nigeria,NG,,,,,,,,,,
Akwa Ibom State University of Technology,akutech.edu.ng,,http://www.akutech.edu.ng/,Nigeria,NG,,,,,,,,,,
Al-hikmah University,alhikmah.edu.ng,,http://www.alhikmah.edu.ng/,Nigeria,NG,,,,,,,,,,
